Wert,Geschlecht,Arbeitskanton,Erwerbsstatus,Aufenthaltsdauer,Quartal
69,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,Aufenthaltsdauer - Total,2011Q1
74,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,Aufenthaltsdauer - Total,2011Q2
73,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,Aufenthaltsdauer - Total,2011Q3
66,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,Aufenthaltsdauer - Total,2011Q4
73,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,Aufenthaltsdauer - Total,2012Q1
76,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,Aufenthaltsdauer - Total,2012Q2
80,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,Aufenthaltsdauer - Total,2012Q3
79,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,Aufenthaltsdauer - Total,2012Q4
82,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,Aufenthaltsdauer - Total,2013Q1
88,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,Aufenthaltsdauer - Total,2013Q2
86.4,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,Aufenthaltsdauer - Total,2013Q3
93.4,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,Aufenthaltsdauer - Total,2013Q4
91.4,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,Aufenthaltsdauer - Total,2014Q1
97.2,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,Aufenthaltsdauer - Total,2014Q2
102.8,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,Aufenthaltsdauer - Total,2014Q3
116.8,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,Aufenthaltsdauer - Total,2014Q4
120.9,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,Aufenthaltsdauer - Total,2015Q1
109,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,Aufenthaltsdauer - Total,2015Q2
105.1,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,Aufenthaltsdauer - Total,2015Q3
113.8,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,Aufenthaltsdauer - Total,2015Q4
113.1,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,Aufenthaltsdauer - Total,2016Q1
117.5,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,Aufenthaltsdauer - Total,2016Q2
97.2,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,Aufenthaltsdauer - Total,2016Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2002Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2002Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2002Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2003Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2003Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2003Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2003Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2004Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2004Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2004Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2004Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2005Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2005Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2005Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2005Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2006Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2006Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2006Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2006Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2007Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2007Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2007Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2007Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2008Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2008Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2008Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2008Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2009Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2009Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2009Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2009Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2010Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2010Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2010Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2010Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2011Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2011Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2011Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2011Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2012Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2012Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2012Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2012Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2013Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2013Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2013Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2013Q4
0.8,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2014Q1
0.8,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2014Q2
0.8,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2014Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2014Q4
2.7,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2015Q1
2.4,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2015Q2
2.5,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2015Q3
0.8,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2015Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2016Q1
2.6,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2016Q2
1.7,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,<12 Monate,2016Q3
56.8,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2002Q2
54.8,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2002Q3
53,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2002Q4
54.7,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2003Q1
55.7,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2003Q2
57.4,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2003Q3
56.5,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2003Q4
57.7,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2004Q1
56.7,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2004Q2
58.5,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2004Q3
55.9,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2004Q4
55.1,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2005Q1
56.1,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2005Q2
54.8,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2005Q3
49.7,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2005Q4
48.6,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2006Q1
50.5,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2006Q2
48.4,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2006Q3
48.2,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2006Q4
49.3,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2007Q1
50.6,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2007Q2
52.5,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2007Q3
49.8,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2007Q4
56,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2008Q1
63.7,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2008Q2
65.8,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2008Q3
64.8,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2008Q4
67.6,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2009Q1
71.5,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2009Q2
73.4,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2009Q3
72.1,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2009Q4
73.4,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2010Q1
75.7,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2010Q2
74.8,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2010Q3
66.5,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2010Q4
69,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2011Q1
74,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2011Q2
73,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2011Q3
66,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2011Q4
73,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2012Q1
76,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2012Q2
80,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2012Q3
79,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2012Q4
82,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2013Q1
88,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2013Q2
86.4,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2013Q3
93.4,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2013Q4
90.6,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2014Q1
96.4,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2014Q2
102,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2014Q3
116.8,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2014Q4
118.2,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2015Q1
106.6,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2015Q2
102.6,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2015Q3
113,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2015Q4
113.1,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2016Q1
114.9,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2016Q2
95.5,Geschlecht - Total,Appenzell Innerrhoden,Arbeitnehmer,>=12 Monate,2016Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2002Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2002Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2002Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2003Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2003Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2003Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2003Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2004Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2004Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2004Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2004Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2005Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2005Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2005Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2005Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2006Q1
0.7,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2006Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2006Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2006Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2007Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2007Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2007Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2007Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2008Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2008Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2008Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2008Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2009Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2009Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2009Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2009Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2010Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2010Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2010Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2010Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2011Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2011Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2011Q3
0.6,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2011Q4
0.5,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2012Q1
0.6,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2012Q2
0.6,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2012Q3
0.6,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2012Q4
1.1,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2013Q1
1.2,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2013Q2
1.2,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2013Q3
1.2,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2013Q4
1.4,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2014Q1
1.4,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2014Q2
1.4,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2014Q3
2.3,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2014Q4
2.6,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2015Q1
2.6,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2015Q2
2.6,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2015Q3
1.8,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2015Q4
1.8,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2016Q1
1.8,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2016Q2
2.7,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,Aufenthaltsdauer - Total,2016Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2002Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2002Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2002Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2003Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2003Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2003Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2003Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2004Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2004Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2004Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2004Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2005Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2005Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2005Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2005Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2006Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2006Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2006Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2006Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2007Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2007Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2007Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2007Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2008Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2008Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2008Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2008Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2009Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2009Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2009Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2009Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2010Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2010Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2010Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2010Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2011Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2011Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2011Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2011Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2012Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2012Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2012Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2012Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2013Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2013Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2013Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2013Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2014Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2014Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2014Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2014Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2015Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2015Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2015Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2015Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2016Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2016Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,<12 Monate,2016Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2002Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2002Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2002Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2003Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2003Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2003Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2003Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2004Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2004Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2004Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2004Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2005Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2005Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2005Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2005Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2006Q1
0.7,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2006Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2006Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2006Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2007Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2007Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2007Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2007Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2008Q1
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2008Q2
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2008Q3
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2008Q4
0,Geschlecht - Total,Appenzell Innerrhoden,Selbständige,>=12 Monate,2009Q1
